url,facilities,about,name,address,geocode_address_suburb,long_suburb,lat_suburb,geocode_address_no_suburb,long_no_suburb,lat_no_suburb,dist_suburb,dist_no_suburb,ratio_suburb,ratio_no_suburb
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14139,playground,Local Park - Leisure,Roundtree Reserve,"31R Roundtree Place, Takanini","31 Rountree Pl, Conifer Grove, Takanini 2112, New Zealand",-37.0494477,174.9192422,"31 Rountree Pl, Conifer Grove, Takanini 2112, New Zealand",-37.0494477,174.9192422,23,26,0.7339449541284404,0.7142857142857143
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14138,"playground, toilets",Heritage/Historical Significance,Roulston Park and Pioneer Cottage,"9 Stadium Drive, Pukekohe","9 Stadium Dr, Pukekohe 2120, New Zealand",-37.2008094,174.9090213,"9 Stadium Dr, Pukekohe 2120, New Zealand",-37.2008094,174.9090213,10,11,0.8372093023255814,0.7733333333333333
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14137,playground,Local Park - Leisure,Rotoma Park,"34R Hollyford Drive, Clover Park","34 Hollyford Dr, Clover Park, Auckland 2023, New Zealand",-36.9867758,174.8958532,"34 Hollyford Dr, Clover Park, Auckland 2023, New Zealand",-36.9867758,174.8958532,6,18,0.9444444444444444,0.8085106382978723
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14117,playground,,Rosario Reserve,"Between 3 and 5A Rosario Crescent, Red Beach","3 Rosario Cres, Red Beach 0932, New Zealand",-36.6045057,174.6998586,"3 Rosario Cres, Red Beach 0932, New Zealand",-36.6045057,174.6998586,10,13,0.8478260869565217,0.775
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14111,"playground, toilets",Local Park - Sport,Rogers Park,"178R Clovelly Road and 7R, 8R The Esplanade, Eastern Beach","7/8 The Esplanade, Eastern Beach, Auckland 2012, New Zealand",-36.8695328,174.9111343,"7/8 The Esplanade, Oneroa, Auckland 1081, New Zealand",-36.7892522,175.0100667,29,35,0.782608695652174,0.6782608695652174
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14110,playground,Local Park - Leisure,Rock Daisy Crescent Reserve,"15R Cinnamon Road, Auckland Airport","15 Cinnamon Pl, Mangere, Auckland 2022, New Zealand",-36.9771414,174.8161414,"15 Cinnamon Pl, Mangere, Auckland 2022, New Zealand",-36.9771414,174.8161414,21,15,0.7476635514018691,0.8181818181818182
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1770,"Playground, table",Local green open space.,Robinson Reserve,"50 to 54 Smallfield Avenue, McCullough Avenue, Three Kings","Mccullough Ave, Mount Roskill, Auckland, New Zealand",-36.9051144,174.7508623,"Mccullough Ave, Mount Roskill, Auckland, New Zealand",-36.9051144,174.7508623,31,24,0.6991869918699187,0.6788990825688074
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14108,playground,Local Park - Leisure,Robin Brooke Park,"2R Robin Brooke Drive, Flat Bush, Flat Bush","Flat Bush, Auckland, New Zealand",-36.9609517,174.9261267,"2 Robin Brooke Dr, Flat Bush, Auckland 2016, New Zealand",-36.9695252,174.9020517,32,6,0.6666666666666666,0.9444444444444444
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1765,,"A lovely green open space, adjacent to Tamaki Estuary. Watch the kite boarders, have a game of soccer or cricket, enjoy a picnic. This reserve links into Tahuna Torea.",Roberta Reserve,"20 to 22 Roberta Avenue, Glendowie","20 Roberta Ave, Glendowie, Auckland 1071, New Zealand",-36.8636398,174.877995,"20 Roberta Ave, Glendowie, Auckland 1071, New Zealand",-36.8636398,174.877995,6,16,0.9411764705882353,0.8222222222222222
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14102,playground,Local Park - Leisure,Robert Knox Memorial Park,"761 Swanson Road, Swanson","761 Swanson Rd, Swanson, Auckland 0612, New Zealand",-36.8654722,174.5747551,"761 Swanson Rd, Swanson, Auckland 0612, New Zealand",-36.8654722,174.5747551,6,14,0.9387755102040817,0.8409090909090909
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1755,"Tables, playground","A nice pleasant walk alongside the Tamaki River Estuary linking Pt England with Dunkirk Reserve and Mt Wellington War Memorial Park. Contains a number of open spaces where you can either participate in active or passive past times, read a book or fly a kite.",Riverside Reserve,"192 Riverside Avenue, Pt England","192 Riverside Ave, Point England, Auckland 1072, New Zealand",-36.8904839,174.8669311,"192 Riverside Ave, Point England, Auckland 1072, New Zealand",-36.8904839,174.8669311,9,20,0.9203539823008849,0.8
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1750,"Playground, toilets","Spacious reserve with young trees and predominantly grass area, catering for active recreational purposes. Lovely open space used by many for all seasons and weather conditions. A path runs down the middle of this reserve. Caters to cricket in the summer, and soccer in the winter, with a car parking facility off Riversdale Road.",Riversdale Reserve,"93 to 123 Riversdale Road, Avondale","93 Riversdale Rd, Avondale, Auckland 1026, New Zealand",-36.893578,174.6816493,"93 Riversdale Rd, Avondale, Auckland 1026, New Zealand",-36.893578,174.6816493,6,15,0.9423076923076923,0.8387096774193549
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14095,playground,Local Park - Leisure,Riverpark Reserve,"7 Riverpark Crescent, Henderson","7 Riverpark Cres, Henderson, Auckland 0610, New Zealand",-36.8557919,174.6223587,"7 Riverpark Cres, Henderson, Auckland 0610, New Zealand",-36.8557919,174.6223587,6,16,0.9433962264150944,0.8297872340425532
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14091,"playground, toilets",,Riverhead War Memorial Park,"1087 Coatesville-Riverhead Highway, Riverhead","1087 Coatesville-Riverhead Hwy, Riverhead 0820, New Zealand",-36.7613025,174.5892132,"1087 Coatesville-Riverhead Hwy, Riverhead 0820, New Zealand",-36.7613025,174.5892132,14,17,0.859375,0.8103448275862069
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14079,playground,Local Park - Leisure,Richard Park,"19R Richard Avenue, Bucklands Beach","19 Richard Ave, Bucklands Beach, Auckland 2014, New Zealand",-36.8830467,174.9140095,"19 Richard Ave, Bucklands Beach, Auckland 2014, New Zealand",-36.8830467,174.9140095,6,22,0.9473684210526315,0.7708333333333334
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14077,playground,Local Park - Leisure,Rhinevale Close,"Between 65 and 69 Rhinevale Close, Western Heights","North-Western Motorway, Auckland, New Zealand",-36.8614351,174.6625407,"65 Rhinevale Cl, Henderson, Auckland 0612, New Zealand",-36.8868396,174.6162794,27,15,0.6538461538461539,0.8210526315789474
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14075,playground,Local Park - Leisure,Reynella Reserve,"81-89 Reynella Drive, Massey","81/89 Reynella Dr, Massey, Auckland 0614, New Zealand",-36.8429123,174.6101031,"81/89 Reynella Dr, Massey, Auckland 0614, New Zealand",-36.8429123,174.6101031,7,14,0.9215686274509803,0.8387096774193549
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14074,playground,Local Park - Leisure,Rewi Alley Reserve,"Athena Drive, Totara Vale","Rewi Alley Reserve Trias Rd, Totara Vale, Auckland 0629, New Zealand",-36.7600725,174.7305768,"Rewi Alley Reserve Trias Rd, Totara Vale, Auckland 0629, New Zealand",-36.7600725,174.7305768,14,27,0.8780487804878049,0.7522935779816514
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14060,playground,,Regency Park Drive Plantation Reserve,"Corner of Regency Park and Gulf Harbour Drives, Hobbs Bay","Auckland, New Zealand",-36.8484597,174.7633315,"Plantation Reserve May Rd, Mount Roskill, Auckland 1041, New Zealand",-36.9129969,174.7314746,51,36,0.45161290322580644,0.640625
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14056,playground,Local Park - Leisure,Reelick Park,"23R Reelick Avenue, Pakuranga Heights","23 Reelick Ave, Pakuranga Heights, Auckland 2010, New Zealand",-36.9134244,174.8990009,"23 Reelick Ave, Pakuranga Heights, Auckland 2010, New Zealand",-36.9134244,174.8990009,6,24,0.9491525423728814,0.7551020408163265
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14049,playground,Local Park - Leisure,Redcastle Park,"17R Redcastle Dr East Tamaki, Dannemora","17 Redcastle Dr, East Tamaki, Auckland 2013, New Zealand",-36.9450432,174.9050876,"17 Redcastle Dr, East Tamaki, Auckland 2013, New Zealand",-36.9450432,174.9050876,18,6,0.847457627118644,0.9433962264150944
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14046,playground,,Red Beach Park,"Opposite 5 Willam Bayes Place, Red Beach","5 William Bayes Pl, Red Beach 0932, New Zealand",-36.6051962,174.7067149,"5 William Bayes Pl, Red Beach 0932, New Zealand",-36.6051962,174.7067149,14,14,0.8235294117647058,0.7555555555555555
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14040,"playground, toilets",Local Park - Sport,Ray Small Park,"31 Ray Small Drive, Papakura Central","31 Ray Small Dr, Papakura, Papakura 2110, New Zealand",-37.0687058,174.9362983,"31 Ray Small Dr, Papakura, Papakura 2110, New Zealand",-37.0687058,174.9362983,17,19,0.7818181818181819,0.7472527472527473
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1735,Playground,Medium reserve.,Rawalpindi Reserve,"9a Rawalpindi Street, Mt Albert","9 Rawalpindi St, Mount Albert, Auckland 1025, New Zealand",-36.8750083,174.7144294,"9 Rawalpindi St, Mount Albert, Auckland 1025, New Zealand",-36.8750083,174.7144294,9,19,0.9158878504672897,0.8
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14038,"playground, toilets",,Rautawhiri Park,"164 Rautawhiri Road, Helensville","164 Rautawhiri Rd, Helensville 0875, New Zealand",-36.6814966,174.4657351,"164 Rautawhiri Rd, Helensville 0875, New Zealand",-36.6814966,174.4657351,10,15,0.8627450980392157,0.7727272727272727
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14037,"playground, toilets",Esplanade,Rautawa Place Reserve,"16R Kawakawa-Orere Road, Kawakawa Bay","16 Kawakawa-Orere Rd, Kawakawa Bay, Auckland 2585, New Zealand",-36.9492203,175.1700936,"16 Kawakawa-Orere Rd, Kawakawa Bay, Auckland 2585, New Zealand",-36.9492203,175.1700936,6,19,0.95,0.819047619047619
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14031,playground,Drainage Reserve,Raphoe Park,"13R Innisowen Place, 5R Raphoe Road, 22R Thomas Road, Flat Bush","22 Thomas Rd, Flat Bush, Auckland 2016, New Zealand",-36.9817928,174.904415,"22 Thomas Rd, Flat Bush, Auckland 2016, New Zealand",-36.9817928,174.904415,41,42,0.6917293233082706,0.5785123966942148
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14028,"playground, toilets",Premier Park - Sport,Ranui Domain,"504A Swanson Road, Ranui","504 Swanson Rd, Ranui, Auckland 0612, New Zealand",-36.8645729,174.5993427,"504 Swanson Rd, Ranui, Auckland 0612, New Zealand",-36.8645729,174.5993427,6,12,0.9361702127659575,0.8604651162790697
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14024,playground,Local Park - Leisure,Rangitoto Park,"130R Rangitoto Road, Papatoetoe","130 Rangitoto Rd, Papatoetoe, Auckland 2025, New Zealand",-36.9720597,174.8537846,"130 Rangitoto Rd, Papatoetoe, Auckland 2025, New Zealand",-36.9720597,174.8537846,6,17,0.9444444444444444,0.8210526315789474
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14007,playground,Esplanade,Raewyn Place Esplanade Reserve,"33R Edgewater Drive, Pakuranga","33 Edgewater Dr, Pakuranga, Auckland 2010, New Zealand",-36.921978,174.8739766,"33 Edgewater Dr, Pakuranga, Auckland 2010, New Zealand",-36.921978,174.8739766,6,16,0.9423076923076923,0.8260869565217391
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1715,Playground,Small local reserve.,Quona Reserve,"7 to 9 Quona Road, Waikowhai","Auckland, New Zealand",-36.8484597,174.7633315,"7 Quona Ave, Mount Roskill, Auckland 1041, New Zealand",-36.9293728,174.7384,24,22,0.6363636363636364,0.735632183908046
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13822,playground,Local Park - Leisure,Purata Park,"39R Ambury Road, Mangere Bridge","39 Ambury Rd, Mangere Bridge, Auckland 2022, New Zealand",-36.947377,174.7718134,"39 Ambury Rd, Mangere Bridge, Auckland 2022, New Zealand",-36.947377,174.7718134,6,21,0.9444444444444444,0.7692307692307693
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13817,playground,Local Park - Leisure,Pukeroa Park,"32 Pukeroa Place, Takanini","32 Pukeroa Pl, Papakura, Papakura 2110, New Zealand",-37.0508589,174.9587786,"32 Pukeroa Pl, Papakura, Papakura 2110, New Zealand",-37.0508589,174.9587786,20,19,0.7128712871287128,0.7111111111111111
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13816,playground,,Pukemateko Reserve,"Mangatawhiri Road, Omaha South","Auckland, New Zealand",-36.8484597,174.7633315,"Auckland, New Zealand",-36.8484597,174.7633315,34,20,0.5526315789473685,0.6774193548387096
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13809,"playground, toilets",,Puhoi Pioneers Memorial Park,"Domain Road, Puhoi","Puhoi, New Zealand",-36.5151025,174.6628159,"War Memorial Park 16R Gibbs Rd, Manurewa, Auckland 2102, New Zealand",-37.0134499,174.8825238,41,37,0.4675324675324675,0.6386554621848739
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1700,"Playground, tables, bike stands, toilets",An open space adjacent to Point Erin pools covering approximately 4 hectare. Is located between St Mary's Road to Curran Street. Lovely location and great for both active and passive use.,Pt Erin Park,"94 Shelly Beach Road, Ponsonby","94 Shelly Beach Rd, Westhaven, Auckland 1011, New Zealand",-36.8390923,174.7408288,"94 Shelly Beach Rd, Westhaven, Auckland 1011, New Zealand",-36.8390923,174.7408288,14,16,0.8256880733944955,0.8367346938775511
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13803,playground,Local Park - Leisure,Proude Reserve,"Razorback Road, Bombay","Bombay, New Zealand",-37.1854554,174.9967556,"Auckland, New Zealand",-36.8484597,174.7633315,27,16,0.5846153846153846,0.7241379310344828
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13802,playground,Local Park - Leisure,Prospect Park,"13 Pisces Road, Glen Eden","13 Pisces Rd, Glen Eden, Auckland 0602, New Zealand",-36.9156295,174.6371593,"13 Pisces Rd, Glen Eden, Auckland 0602, New Zealand",-36.9156295,174.6371593,6,16,0.9387755102040817,0.813953488372093
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13797,playground,Local Park - Leisure,Prince Regent Drive,"110R Princes Regent Drive, Half Moon Bay","110 Prince Regent Dr, Half Moon Bay, Auckland 2012, New Zealand",-36.8911858,174.8979901,"110 Prince Regent Dr, Half Moon Bay, Auckland 2012, New Zealand",-36.8911858,174.8979901,7,21,0.943089430894309,0.8037383177570093
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13794,playground,Local Park - Leisure,Premila Drive Reserve,"Premila Drive, Pukekohe","Premila Dr, Pukekohe 2120, New Zealand",-37.2145787,174.8935986,"Premila Dr, Pukekohe 2120, New Zealand",-37.2145787,174.8935986,21,18,0.7311827956989247,0.6585365853658537
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1695,Playground,Small local green open space.,Premier Reserve,"26 Premier Avenue, Pt Chevalier","26 Premier Ave, Point Chevalier, Auckland 1022, New Zealand",-36.8667854,174.7155118,"26 Premier Ave, Point Chevalier, Auckland 1022, New Zealand",-36.8667854,174.7155118,9,22,0.918918918918919,0.7708333333333334
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13793,playground,Natural,Powrie Reserve,"Powrie Street, Glenfield","Powrie Res Powrie St, Glenfield, Auckland 0629, New Zealand",-36.7868788,174.7180051,"Powrie Res Powrie St, Glenfield, Auckland 0629, New Zealand",-36.7868788,174.7180051,14,24,0.8518518518518519,0.7291666666666666
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1690,"The park is used for informal recreation and has many facilities for families of all ages. The park contains a number of scheduled trees which are protected in the Auckland City Proposed District Plan. The protected trees consist of radiata pines, queen palms and phoenix palms.",Potters Park is a 3 hectare reserve located on the corner of Balmoral and Dominion Roads in Mt Eden. Pedestrian access to the park is gained from Balmoral and Dominion Road.,Potters Park,"173 Balmoral Road, Balmoral","Balmoral Heights Reserve 58-70 Balmoral Rd, Mount Eden, Auckalnd 1024, New Zealand",-36.8899009,174.7587306,"173 Balmoral Rd, Mount Eden, Auckland 1024, New Zealand",-36.8870002,174.7486074,45,17,0.6412213740458015,0.8172043010752689
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13781,"playground, toilets",,Port Albert Wharf Reserve,"133 Wharf Road, Port Albert","133 Wharf Rd, Port Albert 0973, New Zealand",-36.2733226,174.4299201,"133 Wharf Rd, Ostend, Auckland 1081, New Zealand",-36.8043963,175.042635,10,13,0.8478260869565217,0.8433734939759037
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13778,playground,Local Park - Leisure,Pooks Reserve,"Between 26 and 28 Pooks Road, Ranui","26 Pooks Rd, Ranui, Auckland 0612, New Zealand",-36.8682267,174.6015221,"26 Pooks Rd, Ranui, Auckland 0612, New Zealand",-36.8682267,174.6015221,6,12,0.9318181818181818,0.85
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13776,playground,Local Park - Leisure,Ponderosa Reserve,"East Coast Road, Oteha","Ponderosa Dr, Oteha, Auckland, New Zealand",-36.7201602,174.7219212,"Ponderosa Dr, Oteha, Auckland, New Zealand",-36.7201602,174.7219212,7,8,0.9111111111111111,0.8536585365853658
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1675,"Playground, tables, drinking fountains, toilets",Small sports park surrounded by residential housing. Limited to sports activities 3 hours per week.,Pollard Park,"1a Waitomo Avenue, Mt Roskill","1 Waitomo Ave, Mount Eden, Auckland 1024, New Zealand",-36.8956679,174.7484289,"1 Waitomo Ave, Mount Eden, Auckland 1024, New Zealand",-36.8956679,174.7484289,15,17,0.803921568627451,0.8089887640449438
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13769,"playground, toilets",,Point Wells Foreshore Reserve,"49 Riverside Drive, Point Wells","49 Riverside Dr, Point Wells 0986, New Zealand",-36.3198041,174.7561081,"49 Riverside Dr, Waiuku 2123, New Zealand",-37.2425193,174.7263156,10,9,0.8571428571428571,0.8354430379746836
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13768,playground,,Point Wells Community Centre,"Point Wells Road, Point Wells","Point Wells, New Zealand",-36.323471,174.7562453,"Auckland, New Zealand",-36.8484597,174.7633315,41,30,0.5393258426966292,0.5833333333333334
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1660,"The reserve lies within the residential area of Point England/Glenn Innes. It is bordered to the south by Point England Road and to the west by Elstree Avenue. The eastern edge of the Reserve abuts the Tamaki River, whilst to the north it adjoins the rear of residential properties which are located on Taniwha Street and cul-de-sacs off Taniwha Street, including Kotae Road, Kiano Place, and Concord Place.","Point England Reserve occupies 41 hectares and consists of a combination of rural (grazed) open space, sports fields and coastal edge (Tamaki River). In addition the reserve includes the Glenn Innes Indoor Community Pool and Recreation Centre.",Point England Reserve,"254 Point England Road, Pt England","254 Point England Rd, Point England, Auckland 1072, New Zealand",-36.8832172,174.8723251,"254 Point England Rd, Point England, Auckland 1072, New Zealand",-36.8832172,174.8723251,9,20,0.9243697478991597,0.8113207547169812
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13763,,Local Park - Leisure,Pohutukawa Park,"22R Whitford - Maraetai  Road; right of road when heading towards Beachlands, Whitford","Whitford, Auckland, New Zealand",-36.9456282,174.9636881,"Beachlands, Auckland, New Zealand",-36.8876036,175.0031945,74,61,0.45588235294117646,0.5196850393700787
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13735,"BBQ,playground, toilets",Premier Park - Leisure,Piha Domain,"21 Seaview Road, Piha","21 Seaview Rd, Piha 0772, New Zealand",-36.9539629,174.4724892,"21 Seaview Rd, Castor Bay, Auckland 0620, New Zealand",-36.7641824,174.76264,10,17,0.825,0.8089887640449438
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1640,,"Once a volcanic cone, now filled with water, forming the Panmure Basin. This is a lovely venue for those who love to walk or run, catering for both the active person or passive stroller.",Peterson Reserve,"10 Peterson Road, Panmure","10 Peterson Rd, Mount Wellington, Auckland 1060, New Zealand",-36.9088726,174.8484784,"10 Peterson Rd, Mount Wellington, Auckland 1060, New Zealand",-36.9088726,174.8484784,19,23,0.7850467289719626,0.7628865979381443
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13718,playground,Natural,Pemberton Reserve,"Pemberton Drive, Bayview","Pemberton Ave, Bayview, Auckland 0629, New Zealand",-36.7817114,174.7031708,"Pemberton Ave, Bayview, Auckland 0629, New Zealand",-36.7817114,174.7031708,11,14,0.88,0.8
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13717,playground,Local Park - Leisure,Pearl Baker Reserve,"20R Pearl Baker Drive, Otara","20 Pearl Baker Dr, Otara, Auckland 2023, New Zealand",-36.9514158,174.8873576,"20 Pearl Baker Dr, Otara, Auckland 2023, New Zealand",-36.9514158,174.8873576,6,12,0.94,0.8695652173913043
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13709,"playground, toilets",Local Park - Sport,Patumahoe Recreation Reserve,"8 John Street, Patumahoe","8 John St, Patumahoe 2679, New Zealand",-37.1882723,174.8285446,"8 John St, Ponsonby, Auckland 1011, New Zealand",-36.846006,174.7378257,10,15,0.8292682926829268,0.810126582278481
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13707,playground,Local Park - Leisure,Patts Reserve,"7B Patts Avenue, Glendene","7 Patts Ave, Glendene, Auckland 0602, New Zealand",-36.8940617,174.6545104,"7 Patts Ave, Glendene, Auckland 0602, New Zealand",-36.8940617,174.6545104,6,15,0.9361702127659575,0.8192771084337349
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1635,Playground,Local green open space.,Patteson Reserve,"87 to 101 Patteson Avenue, Mission Bay","87 Patteson Ave, Mission Bay, Auckland 1071, New Zealand",-36.8557543,174.8295892,"87 Patteson Ave, Mission Bay, Auckland 1071, New Zealand",-36.8557543,174.8295892,6,18,0.9444444444444444,0.8085106382978723
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13704,"playground, toilets","This park, popular with young people, joggers, walkers and cyclists, offers a large playground, basketball courts, skating facilities and plenty of space for field sports. Follow the walkway as it meanders around the sports fields, through the Macrocarpa",Parrs Park,"471-479 West Coast Road, Glen Eden","471-479 W Coast Rd, Glen Eden, Auckland 0612, New Zealand",-36.9079798,174.6288892,"471-479 W Coast Rd, Glen Eden, Auckland 0612, New Zealand",-36.9079798,174.6288892,9,19,0.9203539823008849,0.8118811881188119
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13703,playground,Local Park - Leisure,Parkwood Reserve,"Graham Collins Drive, Windsor Park","Windsor Park, Auckland, New Zealand",-36.74483,174.7369358,"Parkwood Pl, East Tamaki, Auckland 2013, New Zealand",-36.9336812,174.8996409,19,18,0.7865168539325843,0.7472527472527473
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13701,playground,Local Park - Leisure,Park Reserve,"Park Road, Glenfield","Park Reserve Park Rd, Glenfield, Auckland 0629, New Zealand",-36.7918703,174.7170253,"Park Reserve Park Rd, Glenfield, Auckland 0629, New Zealand",-36.7918703,174.7170253,13,24,0.8679245283018868,0.7446808510638298
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13697,playground,Local Park - Leisure,Paremuka Wetland,"29 Lake Panorama Drive, Henderson","29 Lake Panorama Dr, Henderson, Auckland 0612, New Zealand",-36.8852793,174.6057426,"29 Lake Panorama Dr, Henderson, Auckland 0612, New Zealand",-36.8852793,174.6057426,6,16,0.9464285714285714,0.84
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13696,playground,Premier Park - Leisure,Paremuka Lakeside,"58-62 Munroe Road, Ranui","58/62 Munroe Rd, Ranui, Auckland 0612, New Zealand",-36.8719094,174.6082439,"58/62 Munroe Rd, Ranui, Auckland 0612, New Zealand",-36.8719094,174.6082439,7,13,0.9166666666666666,0.8409090909090909
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13686,"playground, toilets",,Parakai Reserve,"150 Parkhurst Road, Parakai","150 Parkhurst Rd, Parakai 0830, New Zealand",-36.6606264,174.4332349,"150 Parkhurst Rd, Parakai 0830, New Zealand",-36.6606264,174.4332349,10,10,0.8478260869565217,0.8292682926829268
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1610,,"A fantastic and popular recreational facility. Panmure Basin is well known as an excellent walking, running, and water venue. With a number of different facilities available around the basin and being adjacent to the Lagoon Leisure and Fitness centre, this caters to many needs.",Panmure Basin Foreshore,"18a Watene Road, 100 Ireland Road and Lagoon Drive, Panmure","Lagoon Dr, Panmure, Auckland, New Zealand",-36.9037994,174.8546988,"Lagoon Dr, Auckland, New Zealand",-36.9040911,174.8547882,35,34,0.7008547008547008,0.6530612244897959
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13679,playground,Local Park - Leisure,Pandora Park,"33R Pandora Place, Pakuranga","33 Pandora Pl, Pakuranga, Auckland 2010, New Zealand",-36.915984,174.8651188,"33 Pandora Pl, Pakuranga, Auckland 2010, New Zealand",-36.915984,174.8651188,9,15,0.912621359223301,0.8131868131868132
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1605,"Barbecue, tables, playground, toilets","Lovely coastal reserve, great for swimming and having fun.",Palm Beach Reserve,"53 Palm Road, Waiheke","53 Palm Rd, Palm Beach, Auckland 1081, New Zealand",-36.7809443,175.0438437,"53 Palm Rd, Palm Beach, Auckland 1081, New Zealand",-36.7809443,175.0438437,14,17,0.8172043010752689,0.7951807228915663
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1600,Playground,Small reserve with playground.,Pallister Reserve,"2 Pallister Drive, Hillsborough","2 Pallister Dr, Hillsborough, Auckland 1042, New Zealand",-36.9254022,174.7603814,"2 Pallister Dr, Hillsborough, Auckland 1042, New Zealand",-36.9254022,174.7603814,6,19,0.9444444444444444,0.7956989247311828
