url,facilities,about,name,address
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14348,playground,Local Park - Leisure,Sunvue Park,"94A Sunvue Road, Glen Eden"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14345,playground,Local Park - Leisure,Sunnyside Domain,"24R York Street, Papatoetoe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14344,"playground, toilets",Local Park - Sport,Sunnynook Park,"Sunnynook Road, Sunnynook"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14340,playground,,Sunny Cresent Merlot Heights Reserve,"3 Merlot Heights, Huapai"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14337,"playground, toilets",Local Park - Coastal,Sunkist Bay Reserve,"52R, 54, 56, 58, 60, 62, 64, 74R and 76 First View Avenue and 58, 60R, 62 and 66R Wakelin Road, 28, 29R and 31R Ealing Crescent, Beachlands"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14326,playground,Natural,Stredwick Reserve,"Stredwick Drive, Torbay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1960,Playground,Small local green open space.,Stranolar Reserve,"30 Stranolar Drive, Waikowhai"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14320,"playground, toilets",,Stillwater Reserve,"1 Duck Creek Road, Stillwater"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14317,"playground, toilets",This is a large flat grass reserve offering recreation for all ages.,Starling Park,"34-44 Glen Road, Ranui"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14316,playground,Local Park - Leisure,Starlight Park,"15A Starlight Cove, Hobsonville"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14315,playground,Local Park - Leisure,Starforth Reserve,"Between 32 and 40 Starforth Place, McLaren Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14312,"playground, toilets",,Stanmore Bay Park and Cemetery Reserve,"162 Brightside Road, Stanmore Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14308,"playground, toilets",Local Park - Sport,Stanley Bay Park,"Glen Road, Stanley Point"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14303,playground,Local Park - Leisure,Stanaway Reserve,"Sylvia Road, Hillcrest"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14302,"playground, toilets",Local Park - Sport,Stafford Park,"Stafford Road, Northcote Point"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14300,playground,Local Park - Leisure,Stadium Drive Reserve,"19 Stadium Drive, Pukekohe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1950,Playground,Very small reserve.,St Marys Reserve,"15 to 17 St Marys Bay Rd, Ponsonby"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14297,,Local Park - Leisure,St Margarets Park,"38 St Catherine Crescent, West Harbour"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14292,,Local Park - Coastal,St Annes Foreshore,"15R, 33R, 43R, 45R and 55R St Annes Crescent, 184R Carnoustie Drive, 23R and 25R Hoylake Place, 14W Dalmahoy Place, 16W Kaanapali Place, Wattle Downs"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14283,playground,Local Park - Leisure,Spinella Reserve,"Spinella Drive, Bayview"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14278,playground,Local Park - Leisure,Spargo Reserve,"26 Spargo Road, Massey"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14262,"BBQ,playground, toilets",,Snells Beach Reserve,"Opposite 6 Sunrise Boulevard, Snells Beach"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14260,playground,Local Park - Leisure,Smiths Reserve,"18R Smiths Avenue, Papakura Central"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14255,,Lots of open space and grassy fields plus a popular skate park and over 700m of walking track through parkland and bush.,Sister Rene Shadbolt Park,"130 Portage Road, Green Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14249,"playground, toilets",,Silverdale War Memorial Park,"2 Hibiscus Coast Highway, Silverdale"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14244,,Local Park - Leisure,Sikkim Park,"47R Sikkim Crescent, Clover Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14237,"playground, toilets",,Shoesmith Reserve,"Opposite 20 Hill Street, Warkworth"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1890,Playground,Medium local reserve.,Shipton Reserve,"33a Lynbrooke Avenue, Blockhouse Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14234,playground,Local Park - Leisure,Shifnal Drive Reserve,"145R Shifnal Drive, Randwick Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14233,playground,Local Park - Leisure,Sherwood Reserve,"Staplesford Crescent, Browns Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14229,"BBQ,playground, toilets",Premier Park - Sport,Shepherds Park,"John Bracken Way, Beach Haven"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14228,playground,Local Park - Leisure,Shelter Reserve,"Shelter Drive, Greenhithe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14227,"BBQ,playground, toilets",,Shelly Beach Reserve,"Between 33 and 34 James McLeod Road, Shelly Beach"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14215,playground,,Shadon Reserve,"31 Shadon Place, Stanmore Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14205,playground,Local Park - Leisure,Semillon Reserve,"23 Semillon Avenue, Henderson"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1875,,"The actual name of the open green space between Tamaki Drive and Mission Bay Beach. One of Auckland city's most popular waterfront locations, Selwyn Reserve is very popular during summer months for many organised events.",Selwyn Reserve,"48 to 56 Tamaki Drive, Mission Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14201,playground,Local Park - Leisure,Seine Reserve,"Tiber Road, Forrest Hill"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14197,,Local Park - Sport,Secretariat Place Reserve,"42R Secretariat Place, Randwick Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1860,"Playground, tables, boat ramp, toilets","An open area covering nearly 17 hectare. This is gradually being developed into a terrific sports park venue catering to soccer and cricket. This area caters for many passive and active opportunities. Surrounded by the Tamaki Estuary, it is also home to the local Soccer Club, Badminton Club, and Sea Scouts Club.",Seaside Park,"17 Brady Road, Otahuhu"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1855,"Playground, table",Local green open space.,School Reserve,"1a Western Springs Road, Western Springs"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1840,Playground,A small open space adjacent to the Sylvia Park School.,Savage Park,"10 Hamlin Road, Mt Wellington"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14172,playground,Local Park - Leisure,Sarajevo Reserve,"9-13 Sarajevo Place, Massey"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14170,playground,Local Park - Leisure,Sapphire Reserve,"Sapphire Place, Bayview"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14168,,Local Park - Leisure,Santa Ana Drive Reserve,"1R Santa  Cruz Drive, North Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14167,,A good picnic spot with safe swimming on offer.  Stroll along the sand with the dog or take a sheltered walk along the bush track at the neighbouring Warner Park.,Sandys Parade,"Along Sandys Parade, Laingholm"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14161,"BBQ,playground, toilets",Esplanade,Sandspit Reserve,"Rangiwhea Road, Waiuku"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14162,"BBQ,playground, toilets",,Sandspit Recreation Reserve,"1336 Sandspit Road, Sandspit"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1825,Playground,Very small local open space.,Sandringham Reserve,"598 Sandringham Road, Sandringham"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14158,"playground, toilets",Local Park - Sport,Sandbrook Reserve,"259R, 261R Bairds Road, 47R Everitt Road, Otara"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14156,playground,Local Park - Leisure,San Bernadino Reserve,"24A San Bernadino Drive, Henderson"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1820,Playground,Petanque Club.,Salisbury Reserve,"19 Salisbury Street, Herne Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1810,"Barbecue, playground, table",Local green open space.,Sackville Reserve,"21 to 25 Sackville Street, Grey Lynn"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1805,Playground,Local green open space.,Rutherford Reserve,"28b to 28c Rutherford Terrace, Meadowbank"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1800,Playground,Local green open space.,Ruka Reserve,"5 Ruka Lane, St Johns"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14142,playground,Local Park - Leisure,Royal Heights Park,"144A Royal Road, Massey"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14141,playground,Local Park - Leisure,Rowandale Reserve,"119R Rowandale Avenue, Manurewa"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14139,playground,Local Park - Leisure,Roundtree Reserve,"31R Roundtree Place, Takanini"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14138,"playground, toilets",Heritage/Historical Significance,Roulston Park and Pioneer Cottage,"9 Stadium Drive, Pukekohe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14137,playground,Local Park - Leisure,Rotoma Park,"34R Hollyford Drive, Clover Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14117,playground,,Rosario Reserve,"Between 3 and 5A Rosario Crescent, Red Beach"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14111,"playground, toilets",Local Park - Sport,Rogers Park,"178R Clovelly Road and 7R, 8R The Esplanade, Eastern Beach"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14110,playground,Local Park - Leisure,Rock Daisy Crescent Reserve,"15R Cinnamon Road, Auckland Airport"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1770,"Playground, table",Local green open space.,Robinson Reserve,"50 to 54 Smallfield Avenue, McCullough Avenue, Three Kings"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14108,playground,Local Park - Leisure,Robin Brooke Park,"2R Robin Brooke Drive, Flat Bush, Flat Bush"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1765,,"A lovely green open space, adjacent to Tamaki Estuary. Watch the kite boarders, have a game of soccer or cricket, enjoy a picnic. This reserve links into Tahuna Torea.",Roberta Reserve,"20 to 22 Roberta Avenue, Glendowie"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14102,playground,Local Park - Leisure,Robert Knox Memorial Park,"761 Swanson Road, Swanson"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1755,"Tables, playground","A nice pleasant walk alongside the Tamaki River Estuary linking Pt England with Dunkirk Reserve and Mt Wellington War Memorial Park. Contains a number of open spaces where you can either participate in active or passive past times, read a book or fly a kite.",Riverside Reserve,"192 Riverside Avenue, Pt England"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1750,"Playground, toilets","Spacious reserve with young trees and predominantly grass area, catering for active recreational purposes. Lovely open space used by many for all seasons and weather conditions. A path runs down the middle of this reserve. Caters to cricket in the summer, and soccer in the winter, with a car parking facility off Riversdale Road.",Riversdale Reserve,"93 to 123 Riversdale Road, Avondale"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14095,playground,Local Park - Leisure,Riverpark Reserve,"7 Riverpark Crescent, Henderson"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14091,"playground, toilets",,Riverhead War Memorial Park,"1087 Coatesville-Riverhead Highway, Riverhead"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14079,playground,Local Park - Leisure,Richard Park,"19R Richard Avenue, Bucklands Beach"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14077,playground,Local Park - Leisure,Rhinevale Close,"Between 65 and 69 Rhinevale Close, Western Heights"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14075,playground,Local Park - Leisure,Reynella Reserve,"81-89 Reynella Drive, Massey"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14074,playground,Local Park - Leisure,Rewi Alley Reserve,"Athena Drive, Totara Vale"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14060,playground,,Regency Park Drive Plantation Reserve,"Corner of Regency Park and Gulf Harbour Drives, Hobbs Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14056,playground,Local Park - Leisure,Reelick Park,"23R Reelick Avenue, Pakuranga Heights"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14049,playground,Local Park - Leisure,Redcastle Park,"17R Redcastle Dr East Tamaki, Dannemora"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14046,playground,,Red Beach Park,"Opposite 5 Willam Bayes Place, Red Beach"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14040,"playground, toilets",Local Park - Sport,Ray Small Park,"31 Ray Small Drive, Papakura Central"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1735,Playground,Medium reserve.,Rawalpindi Reserve,"9a Rawalpindi Street, Mt Albert"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14038,"playground, toilets",,Rautawhiri Park,"164 Rautawhiri Road, Helensville"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14037,"playground, toilets",Esplanade,Rautawa Place Reserve,"16R Kawakawa-Orere Road, Kawakawa Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14031,playground,Drainage Reserve,Raphoe Park,"13R Innisowen Place, 5R Raphoe Road, 22R Thomas Road, Flat Bush"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14028,"playground, toilets",Premier Park - Sport,Ranui Domain,"504A Swanson Road, Ranui"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14024,playground,Local Park - Leisure,Rangitoto Park,"130R Rangitoto Road, Papatoetoe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=14007,playground,Esplanade,Raewyn Place Esplanade Reserve,"33R Edgewater Drive, Pakuranga"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1715,Playground,Small local reserve.,Quona Reserve,"7 to 9 Quona Road, Waikowhai"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13822,playground,Local Park - Leisure,Purata Park,"39R Ambury Road, Mangere Bridge"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13817,playground,Local Park - Leisure,Pukeroa Park,"32 Pukeroa Place, Takanini"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13816,playground,,Pukemateko Reserve,"Mangatawhiri Road, Omaha South"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13809,"playground, toilets",,Puhoi Pioneers Memorial Park,"Domain Road, Puhoi"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1700,"Playground, tables, bike stands, toilets",An open space adjacent to Point Erin pools covering approximately 4 hectare. Is located between St Mary's Road to Curran Street. Lovely location and great for both active and passive use.,Pt Erin Park,"94 Shelly Beach Road, Ponsonby"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13803,playground,Local Park - Leisure,Proude Reserve,"Razorback Road, Bombay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13802,playground,Local Park - Leisure,Prospect Park,"13 Pisces Road, Glen Eden"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13797,playground,Local Park - Leisure,Prince Regent Drive,"110R Princes Regent Drive, Half Moon Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13794,playground,Local Park - Leisure,Premila Drive Reserve,"Premila Drive, Pukekohe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1695,Playground,Small local green open space.,Premier Reserve,"26 Premier Avenue, Pt Chevalier"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13793,playground,Natural,Powrie Reserve,"Powrie Street, Glenfield"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1690,"The park is used for informal recreation and has many facilities for families of all ages. The park contains a number of scheduled trees which are protected in the Auckland City Proposed District Plan. The protected trees consist of radiata pines, queen palms and phoenix palms.",Potters Park is a 3 hectare reserve located on the corner of Balmoral and Dominion Roads in Mt Eden. Pedestrian access to the park is gained from Balmoral and Dominion Road.,Potters Park,"173 Balmoral Road, Balmoral"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13781,"playground, toilets",,Port Albert Wharf Reserve,"133 Wharf Road, Port Albert"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13778,playground,Local Park - Leisure,Pooks Reserve,"Between 26 and 28 Pooks Road, Ranui"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13776,playground,Local Park - Leisure,Ponderosa Reserve,"East Coast Road, Oteha"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1675,"Playground, tables, drinking fountains, toilets",Small sports park surrounded by residential housing. Limited to sports activities 3 hours per week.,Pollard Park,"1a Waitomo Avenue, Mt Roskill"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13769,"playground, toilets",,Point Wells Foreshore Reserve,"49 Riverside Drive, Point Wells"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13768,playground,,Point Wells Community Centre,"Point Wells Road, Point Wells"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1660,"The reserve lies within the residential area of Point England/Glenn Innes. It is bordered to the south by Point England Road and to the west by Elstree Avenue. The eastern edge of the Reserve abuts the Tamaki River, whilst to the north it adjoins the rear of residential properties which are located on Taniwha Street and cul-de-sacs off Taniwha Street, including Kotae Road, Kiano Place, and Concord Place.","Point England Reserve occupies 41 hectares and consists of a combination of rural (grazed) open space, sports fields and coastal edge (Tamaki River). In addition the reserve includes the Glenn Innes Indoor Community Pool and Recreation Centre.",Point England Reserve,"254 Point England Road, Pt England"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13763,,Local Park - Leisure,Pohutukawa Park,"22R Whitford - Maraetai  Road; right of road when heading towards Beachlands, Whitford"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13735,"BBQ,playground, toilets",Premier Park - Leisure,Piha Domain,"21 Seaview Road, Piha"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1640,,"Once a volcanic cone, now filled with water, forming the Panmure Basin. This is a lovely venue for those who love to walk or run, catering for both the active person or passive stroller.",Peterson Reserve,"10 Peterson Road, Panmure"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13718,playground,Natural,Pemberton Reserve,"Pemberton Drive, Bayview"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13717,playground,Local Park - Leisure,Pearl Baker Reserve,"20R Pearl Baker Drive, Otara"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13709,"playground, toilets",Local Park - Sport,Patumahoe Recreation Reserve,"8 John Street, Patumahoe"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13707,playground,Local Park - Leisure,Patts Reserve,"7B Patts Avenue, Glendene"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1635,Playground,Local green open space.,Patteson Reserve,"87 to 101 Patteson Avenue, Mission Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13704,"playground, toilets","This park, popular with young people, joggers, walkers and cyclists, offers a large playground, basketball courts, skating facilities and plenty of space for field sports. Follow the walkway as it meanders around the sports fields, through the Macrocarpa",Parrs Park,"471-479 West Coast Road, Glen Eden"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13703,playground,Local Park - Leisure,Parkwood Reserve,"Graham Collins Drive, Windsor Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13701,playground,Local Park - Leisure,Park Reserve,"Park Road, Glenfield"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13697,playground,Local Park - Leisure,Paremuka Wetland,"29 Lake Panorama Drive, Henderson"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13696,playground,Premier Park - Leisure,Paremuka Lakeside,"58-62 Munroe Road, Ranui"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13686,"playground, toilets",,Parakai Reserve,"150 Parkhurst Road, Parakai"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1610,,"A fantastic and popular recreational facility. Panmure Basin is well known as an excellent walking, running, and water venue. With a number of different facilities available around the basin and being adjacent to the Lagoon Leisure and Fitness centre, this caters to many needs.",Panmure Basin Foreshore,"18a Watene Road, 100 Ireland Road and Lagoon Drive, Panmure"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13679,playground,Local Park - Leisure,Pandora Park,"33R Pandora Place, Pakuranga"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1605,"Barbecue, tables, playground, toilets","Lovely coastal reserve, great for swimming and having fun.",Palm Beach Reserve,"53 Palm Road, Waiheke"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1600,Playground,Small reserve with playground.,Pallister Reserve,"2 Pallister Drive, Hillsborough"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13673,playground,Local Park - Leisure,Pallant Park,"28R Pallant Street, Manurewa"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=15255,"playground, toilets",,Pakuranga Rotary Walkway,"110 Prince Regent Drive, 38R Galloway Crescent, 3 Estelle Place, 15 Arkley Avenue, 18 Bramley Drive, 93 Fisher Parade, 125 Fisher Parade, 149 Fisher Parade, Half Moon Bay, Farm Cove, Sunnyhills, Pakuranga"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13666,playground,Esplanade,Pahurehure Esplanade Reserve,"31ER Queen Street, 43ER Elliot Street, 35ER Gills Avenue, 15ER King Street, 70ER Rushgreen Avenue, 2ER, 11ER Shepherds Road, 1ER Wharf Street, 21R Cliff Road, Papakura Central"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1575,"Barbecue (1 November-30 April only), playground, band rotunda, tables, toilets","A lovely local open space surrounded by beautiful gardens. Aucklands first Supreme Registrar, Thomas Outhwaite and his French wife Louise, lived on this volcanic knoll from the 1840's and many of the mature trees date from this time. A great venue for family events, either passive or active.",Outhwaite Park,"53 Carlton Gore Road, Newmarket"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13652,playground,Local Park - Leisure,Othello Park,"28R Othello Drive, Flat Bush"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13645,playground,Local Park - Leisure,Otamariki Park,"193R East Tamaki  Road, Otara"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1565,"Barbecue, playground, tables",Combination of coastal reserve and boat building activities and a sports field leased by Waiheke Sports Club.,Ostend Domain,"Causeway and Wharf Roads (corner), Ostend, Waiheke Island"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13637,playground,Local Park - Coastal,Orua Bay Reserves,"Orua Bay Road, Orua Bay"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13633,"BBQ,playground, toilets",,Orewa Recreation Reserve,"Hibiscus Coast Highway, Orewa"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13626,"playground, toilets",Local Park - Coastal,Orere Point Beach Reserve,"5, 7R, 25R, 29R 157R, 219R Howard Road, Orere Point"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1555,Playground,Small local green open space.,Orchard Reserve,"35a Orchard Street, Avondale"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13620,,Local Park - Leisure,Orangewood Park,"23R Orangewood Drive, North Park"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13616,playground,Premier Park - Leisure,Opanuku Reserve,"1B Henderson Valley Road, Henderson"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1515,"Barbecue, playground",Long coastal reserve bordering Oneroa Bay.,Oneroa Beach Reserve,"Ocean View Road, Waiheke Island"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13609,"BBQ,playground",Local Park - Sport,Onepoto Domain,"Onewa Road, Northcote"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1505,"Barbecue, playground, pergola, tables, toilets",Onehunga Bay Lagoon.,Onehunga Bay Reserve,"71 to 91 Beachcroft Avenue, Onehunga"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=13606,playground,Local Park - Leisure,Onedin Green,"13 Onedin Place, Titirangi"
http://www.aucklandcity.govt.nz/whatson/places/parksonline/detail2.asp?pParkId=1530,,,One Tree Hill Domain,"670 Manukau Road, Epsom"
